transaction_id,card_id,customer_id,merchant_id,merchant_name,merchant_category,amount,currency,transaction_type,transaction_status,transaction_date,transaction_time,transaction_timestamp,mcc_code,is_fraud,created_at
TXN_000000311,CARD_00000085,CUST_000054,MERCH_000129,"Kelly, Murray and Smith",Automotive,135.39,USD,Purchase,Pending,2026-01-31,09:14:46.321269,2026-01-31 09:14:46.321269,MCC_4479,False,2026-03-10 09:14:46.536484
TXN_000000312,CARD_00000710,CUST_000433,MERCH_000173,"Robertson, Sutton and Wright",Gas Station,67.27,USD,Purchase,Completed,2026-01-06,09:14:46.321269,2026-01-06 09:14:46.321269,MCC_6447,False,2026-03-10 09:14:46.537062
TXN_000000313,CARD_00000780,CUST_000475,MERCH_000171,Weaver Ltd,Airlines,1251.54,USD,Purchase,Completed,2025-10-30,09:14:46.321269,2025-10-30 09:14:46.321269,MCC_2928,False,2026-03-10 09:14:46.537775
TXN_000000314,CARD_00000108,CUST_000069,MERCH_000081,"Bullock, Wall and Sutton",Grocery,84.4,USD,Purchase,Pending,2025-08-17,09:14:46.321269,2025-08-17 09:14:46.321269,MCC_2199,False,2026-03-10 09:14:46.538366
TXN_000000315,CARD_00000319,CUST_000194,MERCH_000180,"Smith, Taylor and Carrillo",Coffee Shop,132.15,USD,Withdrawal,Pending,2025-05-02,09:14:46.321269,2025-05-02 09:14:46.321269,MCC_5024,False,2026-03-10 09:14:46.539075
TXN_000000316,CARD_00000424,CUST_000258,MERCH_000097,Nunez Inc,Gym,103.01,USD,Purchase,Pending,2025-06-17,09:14:46.321269,2025-06-17 09:14:46.321269,MCC_4388,False,2026-03-10 09:14:46.539658
TXN_000000317,CARD_00000745,CUST_000455,MERCH_000200,"Ramos, Chase and Adams",Entertainment,142.42,USD,Purchase,Declined,2025-04-08,09:14:46.321269,2025-04-08 09:14:46.321269,MCC_3452,False,2026-03-10 09:14:46.541690
TXN_000000318,CARD_00000484,CUST_000294,MERCH_000196,Bailey Group,Healthcare,70.87,USD,Purchase,Completed,2025-08-28,09:14:46.321269,2025-08-28 09:14:46.321269,MCC_6380,False,2026-03-10 09:14:46.543228
TXN_000000319,CARD_00000144,CUST_000087,MERCH_000064,"Villarreal, Garcia and Wilson",Retail,27.36,USD,Purchase,Completed,2025-05-05,09:14:46.321269,2025-05-05 09:14:46.321269,MCC_8951,False,2026-03-10 09:14:46.544895
TXN_000000320,CARD_00000782,CUST_000477,MERCH_000070,Martinez and Sons,Automotive,11.97,USD,Purchase,Completed,2025-11-05,09:14:46.321269,2025-11-05 09:14:46.321269,MCC_2608,False,2026-03-10 09:14:46.546725
TXN_000000321,CARD_00000805,CUST_000491,MERCH_000105,Davis-Chen,Online Shopping,154.01,USD,Withdrawal,Completed,2025-10-01,09:14:46.321269,2025-10-01 09:14:46.321269,MCC_9018,False,2026-03-10 09:14:46.548281
TXN_000000322,CARD_00000467,CUST_000283,MERCH_000030,Rojas-Tanner,Restaurant,143.16,USD,Purchase,Completed,2025-07-06,09:14:46.321269,2025-07-06 09:14:46.321269,MCC_7510,False,2026-03-10 09:14:46.549604
TXN_000000323,CARD_00000544,CUST_000326,MERCH_000007,"Washington, Dixon and Hobbs",Subscription,16.57,USD,Purchase,Completed,2025-10-19,09:14:46.321269,2025-10-19 09:14:46.321269,MCC_6616,True,2026-03-10 09:14:46.551275
TXN_000000324,CARD_00000707,CUST_000430,MERCH_000124,"Howard, Hunt and Oconnor",Healthcare,32.87,USD,Purchase,Declined,2025-10-10,09:14:46.321269,2025-10-10 09:14:46.321269,MCC_7154,False,2026-03-10 09:14:46.552727
TXN_000000325,CARD_00000332,CUST_000201,MERCH_000015,Martin-Ellis,Airlines,826.17,USD,Purchase,Declined,2026-01-02,09:14:46.321269,2026-01-02 09:14:46.321269,MCC_7792,False,2026-03-10 09:14:46.553947
TXN_000000326,CARD_00000089,CUST_000056,MERCH_000074,Martinez Ltd,Hotel,425.78,USD,Purchase,Completed,2025-10-14,09:14:46.321269,2025-10-14 09:14:46.321269,MCC_6650,True,2026-03-10 09:14:46.555721
TXN_000000327,CARD_00000630,CUST_000381,MERCH_000104,Lindsey Inc,Airlines,554.7,USD,Withdrawal,Completed,2025-10-05,09:14:46.321269,2025-10-05 09:14:46.321269,MCC_8290,False,2026-03-10 09:14:46.556423
TXN_000000328,CARD_00000081,CUST_000052,MERCH_000175,Benson-Rivera,Entertainment,175.33,USD,Purchase,Declined,2025-08-17,09:14:46.321269,2025-08-17 09:14:46.321269,MCC_7685,False,2026-03-10 09:14:46.557051
TXN_000000329,CARD_00000791,CUST_000481,MERCH_000027,"Ashley, Ross and Cruz",Automotive,36.43,USD,Purchase,Completed,2025-07-10,09:14:46.321269,2025-07-10 09:14:46.321269,MCC_6177,True,2026-03-10 09:14:46.557680
TXN_000000330,CARD_00000561,CUST_000337,MERCH_000161,Long Ltd,Gym,55.81,USD,Withdrawal,Declined,2025-06-08,09:14:46.321269,2025-06-08 09:14:46.321269,MCC_2533,True,2026-03-10 09:14:46.558289
TXN_000000331,CARD_00000063,CUST_000039,MERCH_000016,"Haney, Clark and Wiggins",Restaurant,159.78,USD,Purchase,Completed,2025-10-24,09:14:46.321269,2025-10-24 09:14:46.321269,MCC_9703,True,2026-03-10 09:14:46.558892
TXN_000000332,CARD_00000764,CUST_000466,MERCH_000191,Potts-Espinoza,Subscription,45.42,USD,Purchase,Completed,2025-09-28,09:14:46.321269,2025-09-28 09:14:46.321269,MCC_4168,False,2026-03-10 09:14:46.559499
TXN_000000333,CARD_00000636,CUST_000384,MERCH_000057,"Walker, Kim and Jackson",Grocery,95.07,USD,Purchase,Completed,2026-03-03,09:14:46.321269,2026-03-03 09:14:46.321269,MCC_2759,False,2026-03-10 09:14:46.560105
TXN_000000334,CARD_00000713,CUST_000434,MERCH_000196,Bailey Group,Healthcare,47.15,USD,Purchase,Pending,2025-12-26,09:14:46.321269,2025-12-26 09:14:46.321269,MCC_6380,True,2026-03-10 09:14:46.560702
TXN_000000335,CARD_00000404,CUST_000243,MERCH_000019,Smith Inc,Pharmacy,89.54,USD,Purchase,Completed,2025-11-13,09:14:46.321269,2025-11-13 09:14:46.321269,MCC_2702,False,2026-03-10 09:14:46.561293
TXN_000000336,CARD_00000810,CUST_000495,MERCH_000156,"Mitchell, Obrien and Herrera",Gas Station,38.13,USD,Purchase,Completed,2025-05-07,09:14:46.321269,2025-05-07 09:14:46.321269,MCC_1687,False,2026-03-10 09:14:46.561917
TXN_000000337,CARD_00000365,CUST_000220,MERCH_000031,"Jenkins, Garza and Shea",Utilities,18.55,USD,Purchase,Completed,2025-07-26,09:14:46.321269,2025-07-26 09:14:46.321269,MCC_4915,False,2026-03-10 09:14:46.562494
TXN_000000338,CARD_00000235,CUST_000144,MERCH_000125,Smith-King,Healthcare,179.79,USD,Purchase,Declined,2025-06-02,09:14:46.321269,2025-06-02 09:14:46.321269,MCC_4285,False,2026-03-10 09:14:46.563106
TXN_000000339,CARD_00000344,CUST_000209,MERCH_000018,Thompson-Gibson,Utilities,23.62,USD,Purchase,Completed,2025-07-12,09:14:46.321269,2025-07-12 09:14:46.321269,MCC_2845,False,2026-03-10 09:14:46.563727
TXN_000000340,CARD_00000293,CUST_000178,MERCH_000043,Perry-Glenn,Retail,158.87,USD,Purchase,Declined,2026-01-11,09:14:46.321269,2026-01-11 09:14:46.321269,MCC_7524,False,2026-03-10 09:14:46.564343
TXN_000000341,CARD_00000165,CUST_000099,MERCH_000170,Harris-Bryant,Airlines,1428.58,USD,Purchase,Declined,2025-04-21,09:14:46.321269,2025-04-21 09:14:46.321269,MCC_1065,False,2026-03-10 09:14:46.564923
TXN_000000342,CARD_00000577,CUST_000347,MERCH_000049,Welch and Sons,Healthcare,183.3,USD,Purchase,Pending,2025-10-23,09:14:46.321269,2025-10-23 09:14:46.321269,MCC_4756,False,2026-03-10 09:14:46.565556
TXN_000000343,CARD_00000333,CUST_000202,MERCH_000057,"Walker, Kim and Jackson",Grocery,74.03,USD,Purchase,Completed,2025-04-11,09:14:46.321269,2025-04-11 09:14:46.321269,MCC_2759,True,2026-03-10 09:14:46.566171
TXN_000000344,CARD_00000673,CUST_000408,MERCH_000069,Johnson and Sons,Entertainment,167.29,USD,Purchase,Completed,2025-04-25,09:14:46.321269,2025-04-25 09:14:46.321269,MCC_8838,True,2026-03-10 09:14:46.566833
TXN_000000345,CARD_00000551,CUST_000331,MERCH_000109,Wyatt PLC,Retail,74.66,USD,Purchase,Completed,2025-08-29,09:14:46.321269,2025-08-29 09:14:46.321269,MCC_2070,False,2026-03-10 09:14:46.567556
TXN_000000346,CARD_00000059,CUST_000036,MERCH_000030,Rojas-Tanner,Restaurant,57.78,USD,Purchase,Pending,2025-04-14,09:14:46.321269,2025-04-14 09:14:46.321269,MCC_7510,False,2026-03-10 09:14:46.568294
TXN_000000347,CARD_00000033,CUST_000020,MERCH_000186,Hartman LLC,Gas Station,74.02,USD,Purchase,Completed,2025-07-06,09:14:46.321269,2025-07-06 09:14:46.321269,MCC_9462,False,2026-03-10 09:14:46.568937
TXN_000000348,CARD_00000604,CUST_000365,MERCH_000158,Green-Dixon,Gas Station,50.78,USD,Purchase,Completed,2025-11-09,09:14:46.321269,2025-11-09 09:14:46.321269,MCC_3712,False,2026-03-10 09:14:46.569557
TXN_000000349,CARD_00000101,CUST_000064,MERCH_000064,"Villarreal, Garcia and Wilson",Retail,59.9,USD,Purchase,Declined,2025-09-29,09:14:46.321269,2025-09-29 09:14:46.321269,MCC_8951,False,2026-03-10 09:14:46.570158
TXN_000000350,CARD_00000445,CUST_000271,MERCH_000142,Lindsey and Sons,Airlines,1095.46,USD,Purchase,Pending,2025-10-29,09:14:46.321269,2025-10-29 09:14:46.321269,MCC_8257,False,2026-03-10 09:14:46.570761
TXN_000000351,CARD_00000052,CUST_000031,MERCH_000081,"Bullock, Wall and Sutton",Grocery,35.96,USD,Purchase,Declined,2026-02-15,09:14:46.321269,2026-02-15 09:14:46.321269,MCC_2199,True,2026-03-10 09:14:46.571390
TXN_000000352,CARD_00000451,CUST_000275,MERCH_000069,Johnson and Sons,Entertainment,135.74,USD,Purchase,Pending,2025-07-29,09:14:46.321269,2025-07-29 09:14:46.321269,MCC_8838,False,2026-03-10 09:14:46.571995
TXN_000000353,CARD_00000505,CUST_000306,MERCH_000068,Carpenter-Park,Retail,117.05,USD,Purchase,Completed,2025-08-03,09:14:46.321269,2025-08-03 09:14:46.321269,MCC_7345,False,2026-03-10 09:14:46.572618
TXN_000000354,CARD_00000441,CUST_000267,MERCH_000005,Stokes-White,Pharmacy,58.73,USD,Purchase,Completed,2025-03-19,09:14:46.321269,2025-03-19 09:14:46.321269,MCC_8632,False,2026-03-10 09:14:46.573212
TXN_000000355,CARD_00000396,CUST_000240,MERCH_000001,Norton and Sons,Automotive,127.35,USD,Purchase,Completed,2025-10-02,09:14:46.321269,2025-10-02 09:14:46.321269,MCC_6037,False,2026-03-10 09:14:46.573828
TXN_000000356,CARD_00000329,CUST_000200,MERCH_000151,Jensen-Clark,Retail,97.99,USD,Withdrawal,Pending,2026-01-15,09:14:46.321269,2026-01-15 09:14:46.321269,MCC_7667,False,2026-03-10 09:14:46.574444
TXN_000000357,CARD_00000690,CUST_000419,MERCH_000004,Ramsey-Robinson,Healthcare,129.41,USD,Purchase,Completed,2025-04-15,09:14:46.321269,2025-04-15 09:14:46.321269,MCC_6962,True,2026-03-10 09:14:46.575013
TXN_000000358,CARD_00000697,CUST_000424,MERCH_000161,Long Ltd,Gym,34.34,USD,Purchase,Completed,2026-01-04,09:14:46.321269,2026-01-04 09:14:46.321269,MCC_2533,False,2026-03-10 09:14:46.575652
TXN_000000359,CARD_00000318,CUST_000193,MERCH_000050,Nelson LLC,Utilities,13.52,USD,Withdrawal,Pending,2025-10-09,09:14:46.321269,2025-10-09 09:14:46.321269,MCC_1481,False,2026-03-10 09:14:46.576256
TXN_000000360,CARD_00000327,CUST_000199,MERCH_000006,Williams and Sons,Pharmacy,196.96,USD,Purchase,Pending,2025-06-30,09:14:46.321269,2025-06-30 09:14:46.321269,MCC_8675,False,2026-03-10 09:14:46.576831
TXN_000000361,CARD_00000763,CUST_000465,MERCH_000121,Adams-Gonzalez,Healthcare,42.66,USD,Purchase,Completed,2025-07-05,09:14:46.321269,2025-07-05 09:14:46.321269,MCC_7192,False,2026-03-10 09:14:46.577443
TXN_000000362,CARD_00000556,CUST_000334,MERCH_000198,Chavez-Smith,Restaurant,139.48,USD,Purchase,Completed,2025-12-23,09:14:46.321269,2025-12-23 09:14:46.321269,MCC_6789,False,2026-03-10 09:14:46.578063
TXN_000000363,CARD_00000211,CUST_000128,MERCH_000002,Decker PLC,Gym,18.31,USD,Purchase,Completed,2025-05-11,09:14:46.321269,2025-05-11 09:14:46.321269,MCC_6994,False,2026-03-10 09:14:46.578656
TXN_000000364,CARD_00000120,CUST_000075,MERCH_000192,Walker-Briggs,Healthcare,162.74,USD,Purchase,Completed,2025-07-13,09:14:46.321269,2025-07-13 09:14:46.321269,MCC_3599,False,2026-03-10 09:14:46.579254
TXN_000000365,CARD_00000390,CUST_000235,MERCH_000019,Smith Inc,Pharmacy,100.25,USD,Purchase,Declined,2026-01-15,09:14:46.321269,2026-01-15 09:14:46.321269,MCC_2702,False,2026-03-10 09:14:46.579856
TXN_000000366,CARD_00000773,CUST_000470,MERCH_000040,Meyer-Carrillo,Subscription,26.25,USD,Withdrawal,Completed,2025-09-12,09:14:46.321269,2025-09-12 09:14:46.321269,MCC_5102,False,2026-03-10 09:14:46.580427
TXN_000000367,CARD_00000441,CUST_000267,MERCH_000144,Paul Group,Restaurant,89.18,USD,Purchase,Completed,2025-07-04,09:14:46.321269,2025-07-04 09:14:46.321269,MCC_2624,False,2026-03-10 09:14:46.580997
TXN_000000368,CARD_00000360,CUST_000217,MERCH_000021,"Arellano, Bailey and Lopez",Automotive,195.58,USD,Purchase,Declined,2025-10-16,09:14:46.321269,2025-10-16 09:14:46.321269,MCC_5271,False,2026-03-10 09:14:46.581586
TXN_000000369,CARD_00000750,CUST_000457,MERCH_000155,"Contreras, Flores and Conrad",Coffee Shop,146.59,USD,Purchase,Pending,2026-02-08,09:14:46.321269,2026-02-08 09:14:46.321269,MCC_4176,True,2026-03-10 09:14:46.582185
TXN_000000370,CARD_00000755,CUST_000460,MERCH_000188,Simmons-Johnson,Airlines,1314.28,USD,Purchase,Pending,2026-03-05,09:14:46.321269,2026-03-05 09:14:46.321269,MCC_8903,False,2026-03-10 09:14:46.582783
TXN_000000371,CARD_00000500,CUST_000303,MERCH_000108,Keller PLC,Hotel,355.59,USD,Purchase,Completed,2026-01-17,09:14:46.321269,2026-01-17 09:14:46.321269,MCC_4817,False,2026-03-10 09:14:46.583370
TXN_000000372,CARD_00000599,CUST_000362,MERCH_000199,"Logan, Cisneros and Chase",Hotel,152.81,USD,Transfer,Completed,2025-05-30,09:14:46.321269,2025-05-30 09:14:46.321269,MCC_8471,True,2026-03-10 09:14:46.583999
TXN_000000373,CARD_00000166,CUST_000100,MERCH_000143,Jackson-Davis,Airlines,730.59,USD,Purchase,Declined,2025-11-01,09:14:46.321269,2025-11-01 09:14:46.321269,MCC_1149,False,2026-03-10 09:14:46.584591
TXN_000000374,CARD_00000320,CUST_000195,MERCH_000167,"Klein, Powell and Allen",Grocery,142.87,USD,Purchase,Completed,2025-09-27,09:14:46.321269,2025-09-27 09:14:46.321269,MCC_8877,False,2026-03-10 09:14:46.585184
TXN_000000375,CARD_00000618,CUST_000374,MERCH_000088,"Rice, Moon and Baker",Entertainment,104.8,USD,Purchase,Pending,2025-12-16,09:14:46.321269,2025-12-16 09:14:46.321269,MCC_6024,False,2026-03-10 09:14:46.585804
TXN_000000376,CARD_00000026,CUST_000017,MERCH_000174,Noble PLC,Gas Station,46.12,USD,Purchase,Completed,2025-12-05,09:14:46.321269,2025-12-05 09:14:46.321269,MCC_1584,True,2026-03-10 09:14:46.586386
TXN_000000377,CARD_00000814,CUST_000498,MERCH_000067,Barton-Evans,Utilities,189.55,USD,Purchase,Declined,2025-05-20,09:14:46.321269,2025-05-20 09:14:46.321269,MCC_4015,True,2026-03-10 09:14:46.586969
TXN_000000378,CARD_00000159,CUST_000097,MERCH_000144,Paul Group,Restaurant,138.49,USD,Purchase,Declined,2025-09-09,09:14:46.321269,2025-09-09 09:14:46.321269,MCC_2624,False,2026-03-10 09:14:46.587651
TXN_000000379,CARD_00000624,CUST_000378,MERCH_000145,Johnson LLC,Coffee Shop,94.38,USD,Purchase,Pending,2025-10-19,09:14:46.321269,2025-10-19 09:14:46.321269,MCC_3574,False,2026-03-10 09:14:46.588237
TXN_000000380,CARD_00000363,CUST_000219,MERCH_000135,"Brewer, Lewis and Barnes",Airlines,284.92,USD,Purchase,Completed,2025-07-23,09:14:46.321269,2025-07-23 09:14:46.321269,MCC_4754,False,2026-03-10 09:14:46.588856
TXN_000000381,CARD_00000077,CUST_000049,MERCH_000070,Martinez and Sons,Automotive,143.39,USD,Purchase,Completed,2025-05-19,09:14:46.321269,2025-05-19 09:14:46.321269,MCC_2608,False,2026-03-10 09:14:46.589434
TXN_000000382,CARD_00000270,CUST_000165,MERCH_000006,Williams and Sons,Pharmacy,139.4,USD,Purchase,Completed,2025-10-07,09:14:46.321269,2025-10-07 09:14:46.321269,MCC_8675,False,2026-03-10 09:14:46.590048
TXN_000000383,CARD_00000476,CUST_000289,MERCH_000057,"Walker, Kim and Jackson",Grocery,26.93,USD,Purchase,Completed,2025-10-05,09:14:46.321269,2025-10-05 09:14:46.321269,MCC_2759,False,2026-03-10 09:14:46.590658
TXN_000000384,CARD_00000686,CUST_000416,MERCH_000139,Griffith-Jones,Gym,145.13,USD,Withdrawal,Completed,2025-08-18,09:14:46.321269,2025-08-18 09:14:46.321269,MCC_9075,False,2026-03-10 09:14:46.591251
TXN_000000385,CARD_00000599,CUST_000362,MERCH_000061,Simpson-Coleman,Grocery,118.08,USD,Purchase,Pending,2025-09-28,09:14:46.321269,2025-09-28 09:14:46.321269,MCC_8476,False,2026-03-10 09:14:46.591871
TXN_000000386,CARD_00000621,CUST_000376,MERCH_000118,"Dalton, Sims and Holt",Pharmacy,35.61,USD,Transfer,Completed,2025-09-16,09:14:46.321269,2025-09-16 09:14:46.321269,MCC_7209,False,2026-03-10 09:14:46.592458
TXN_000000387,CARD_00000420,CUST_000255,MERCH_000126,"Gentry, Mcmahon and Bailey",Utilities,57.63,USD,Purchase,Declined,2026-01-11,09:14:46.321269,2026-01-11 09:14:46.321269,MCC_3003,False,2026-03-10 09:14:46.593056
TXN_000000388,CARD_00000696,CUST_000424,MERCH_000164,Klein Inc,Online Shopping,280.6,USD,Purchase,Declined,2025-09-26,09:14:46.321269,2025-09-26 09:14:46.321269,MCC_9887,False,2026-03-10 09:14:46.593647
TXN_000000389,CARD_00000154,CUST_000095,MERCH_000176,Kaufman and Sons,Pharmacy,150.83,USD,Purchase,Completed,2025-10-17,09:14:46.321269,2025-10-17 09:14:46.321269,MCC_9154,False,2026-03-10 09:14:46.594224
TXN_000000390,CARD_00000300,CUST_000182,MERCH_000089,Crawford-Russo,Hotel,462.35,USD,Withdrawal,Completed,2025-09-13,09:14:46.321269,2025-09-13 09:14:46.321269,MCC_2031,False,2026-03-10 09:14:46.594854
TXN_000000391,CARD_00000301,CUST_000182,MERCH_000098,Wright PLC,Hotel,486.12,USD,Purchase,Completed,2025-11-10,09:14:46.321269,2025-11-10 09:14:46.321269,MCC_7161,True,2026-03-10 09:14:46.595707
TXN_000000392,CARD_00000024,CUST_000016,MERCH_000073,Gonzalez-Mitchell,Subscription,36.12,USD,Purchase,Completed,2025-07-17,09:14:46.321269,2025-07-17 09:14:46.321269,MCC_6565,True,2026-03-10 09:14:46.596720
TXN_000000393,CARD_00000539,CUST_000324,MERCH_000097,Nunez Inc,Gym,30.57,USD,Withdrawal,Completed,2025-09-20,09:14:46.321269,2025-09-20 09:14:46.321269,MCC_4388,False,2026-03-10 09:14:46.597314
TXN_000000394,CARD_00000465,CUST_000282,MERCH_000078,Clark Group,Hotel,297.9,USD,Purchase,Declined,2025-11-14,09:14:46.321269,2025-11-14 09:14:46.321269,MCC_2709,False,2026-03-10 09:14:46.597962
TXN_000000395,CARD_00000252,CUST_000154,MERCH_000099,Taylor-Cline,Entertainment,81.19,USD,Purchase,Completed,2025-10-06,09:14:46.321269,2025-10-06 09:14:46.321269,MCC_2877,False,2026-03-10 09:14:46.598583
TXN_000000396,CARD_00000333,CUST_000202,MERCH_000116,Rice PLC,Airlines,497.03,USD,Purchase,Declined,2026-02-14,09:14:46.321269,2026-02-14 09:14:46.321269,MCC_7045,False,2026-03-10 09:14:46.599188
TXN_000000397,CARD_00000161,CUST_000097,MERCH_000094,Castro Group,Hotel,482.09,USD,Purchase,Completed,2025-06-18,09:14:46.321269,2025-06-18 09:14:46.321269,MCC_6129,False,2026-03-10 09:14:46.599810
TXN_000000398,CARD_00000661,CUST_000401,MERCH_000166,Smith Inc,Coffee Shop,94.12,USD,Purchase,Completed,2026-02-18,09:14:46.321269,2026-02-18 09:14:46.321269,MCC_9078,True,2026-03-10 09:14:46.600428
TXN_000000399,CARD_00000435,CUST_000264,MERCH_000039,Smith PLC,Restaurant,126.31,USD,Purchase,Pending,2026-02-17,09:14:46.321269,2026-02-17 09:14:46.321269,MCC_7486,True,2026-03-10 09:14:46.601103
TXN_000000400,CARD_00000795,CUST_000484,MERCH_000011,Mayer-Adkins,Grocery,100.3,USD,Purchase,Declined,2025-06-30,09:14:46.321269,2025-06-30 09:14:46.321269,MCC_3472,False,2026-03-10 09:14:46.601702
TXN_000000401,CARD_00000668,CUST_000405,MERCH_000067,Barton-Evans,Utilities,32.03,USD,Purchase,Completed,2025-07-05,09:14:46.321269,2025-07-05 09:14:46.321269,MCC_4015,False,2026-03-10 09:14:46.602365
TXN_000000402,CARD_00000101,CUST_000064,MERCH_000102,Jones-Cooper,Restaurant,139.99,USD,Purchase,Completed,2025-09-16,09:14:46.321269,2025-09-16 09:14:46.321269,MCC_2348,False,2026-03-10 09:14:46.603003
TXN_000000403,CARD_00000451,CUST_000275,MERCH_000146,Sparks-Lutz,Pharmacy,150.04,USD,Purchase,Declined,2025-09-03,09:14:46.321269,2025-09-03 09:14:46.321269,MCC_8529,False,2026-03-10 09:14:46.603633
TXN_000000404,CARD_00000222,CUST_000136,MERCH_000065,Brown Inc,Gas Station,70.88,USD,Transfer,Completed,2025-07-20,09:14:46.321269,2025-07-20 09:14:46.321269,MCC_5590,False,2026-03-10 09:14:46.604924
TXN_000000405,CARD_00000452,CUST_000275,MERCH_000165,"Acosta, Parks and Newton",Entertainment,121.66,USD,Purchase,Pending,2025-07-25,09:14:46.321269,2025-07-25 09:14:46.321269,MCC_4346,False,2026-03-10 09:14:46.605779
TXN_000000406,CARD_00000354,CUST_000213,MERCH_000008,Chapman-Wheeler,Entertainment,145.12,USD,Purchase,Completed,2026-03-04,09:14:46.321269,2026-03-04 09:14:46.321269,MCC_2186,False,2026-03-10 09:14:46.606379
TXN_000000407,CARD_00000278,CUST_000170,MERCH_000165,"Acosta, Parks and Newton",Entertainment,153.88,USD,Purchase,Completed,2025-12-07,09:14:46.321269,2025-12-07 09:14:46.321269,MCC_4346,True,2026-03-10 09:14:46.607003
TXN_000000408,CARD_00000031,CUST_000019,MERCH_000198,Chavez-Smith,Restaurant,128.33,USD,Purchase,Pending,2025-06-18,09:14:46.321269,2025-06-18 09:14:46.321269,MCC_6789,False,2026-03-10 09:14:46.607610
TXN_000000409,CARD_00000803,CUST_000490,MERCH_000065,Brown Inc,Gas Station,62.21,USD,Withdrawal,Pending,2025-09-17,09:14:46.321269,2025-09-17 09:14:46.321269,MCC_5590,False,2026-03-10 09:14:46.608217
TXN_000000410,CARD_00000373,CUST_000226,MERCH_000184,Forbes-Smith,Restaurant,197.77,USD,Purchase,Completed,2025-10-18,09:14:46.321269,2025-10-18 09:14:46.321269,MCC_8329,False,2026-03-10 09:14:46.608814
TXN_000000411,CARD_00000495,CUST_000301,MERCH_000016,"Haney, Clark and Wiggins",Restaurant,59.56,USD,Purchase,Completed,2025-08-08,09:14:46.321269,2025-08-08 09:14:46.321269,MCC_9703,False,2026-03-10 09:14:46.609424
TXN_000000412,CARD_00000452,CUST_000275,MERCH_000031,"Jenkins, Garza and Shea",Utilities,19.84,USD,Purchase,Declined,2025-07-10,09:14:46.321269,2025-07-10 09:14:46.321269,MCC_4915,False,2026-03-10 09:14:46.610019
TXN_000000413,CARD_00000501,CUST_000304,MERCH_000158,Green-Dixon,Gas Station,45.31,USD,Purchase,Completed,2025-05-28,09:14:46.321269,2025-05-28 09:14:46.321269,MCC_3712,False,2026-03-10 09:14:46.610607
TXN_000000414,CARD_00000647,CUST_000392,MERCH_000098,Wright PLC,Hotel,458.9,USD,Purchase,Pending,2026-01-05,09:14:46.321269,2026-01-05 09:14:46.321269,MCC_7161,False,2026-03-10 09:14:46.611219
TXN_000000415,CARD_00000087,CUST_000055,MERCH_000063,Jackson-Silva,Retail,71.51,USD,Purchase,Completed,2025-09-12,09:14:46.321269,2025-09-12 09:14:46.321269,MCC_1568,True,2026-03-10 09:14:46.611807
TXN_000000416,CARD_00000473,CUST_000286,MERCH_000011,Mayer-Adkins,Grocery,26.19,USD,Purchase,Completed,2025-09-04,09:14:46.321269,2025-09-04 09:14:46.321269,MCC_3472,False,2026-03-10 09:14:46.612407
TXN_000000417,CARD_00000423,CUST_000257,MERCH_000045,"Powell, Vargas and Booth",Grocery,116.38,USD,Withdrawal,Completed,2025-08-05,09:14:46.321269,2025-08-05 09:14:46.321269,MCC_8466,False,2026-03-10 09:14:46.613017
TXN_000000418,CARD_00000599,CUST_000362,MERCH_000022,Snyder-Davis,Retail,130.63,USD,Purchase,Completed,2025-05-08,09:14:46.321269,2025-05-08 09:14:46.321269,MCC_9955,True,2026-03-10 09:14:46.613622
TXN_000000419,CARD_00000648,CUST_000393,MERCH_000163,Wilson PLC,Retail,78.62,USD,Purchase,Completed,2025-07-17,09:14:46.321269,2025-07-17 09:14:46.321269,MCC_7466,False,2026-03-10 09:14:46.614266
TXN_000000420,CARD_00000364,CUST_000220,MERCH_000069,Johnson and Sons,Entertainment,141.87,USD,Purchase,Completed,2026-02-11,09:14:46.321269,2026-02-11 09:14:46.321269,MCC_8838,False,2026-03-10 09:14:46.614881
TXN_000000421,CARD_00000128,CUST_000079,MERCH_000146,Sparks-Lutz,Pharmacy,59.97,USD,Purchase,Completed,2025-10-06,09:14:46.321269,2025-10-06 09:14:46.321269,MCC_8529,False,2026-03-10 09:14:46.615494
TXN_000000422,CARD_00000110,CUST_000070,MERCH_000134,Braun LLC,Automotive,15.06,USD,Purchase,Completed,2025-06-26,09:14:46.321269,2025-06-26 09:14:46.321269,MCC_2354,False,2026-03-10 09:14:46.616089
TXN_000000423,CARD_00000156,CUST_000095,MERCH_000094,Castro Group,Hotel,387.6,USD,Purchase,Completed,2025-05-03,09:14:46.321269,2025-05-03 09:14:46.321269,MCC_6129,False,2026-03-10 09:14:46.616672
TXN_000000424,CARD_00000723,CUST_000441,MERCH_000116,Rice PLC,Airlines,242.68,USD,Purchase,Declined,2025-12-03,09:14:46.321269,2025-12-03 09:14:46.321269,MCC_7045,False,2026-03-10 09:14:46.617289
TXN_000000425,CARD_00000345,CUST_000209,MERCH_000068,Carpenter-Park,Retail,81.62,USD,Purchase,Pending,2025-10-06,09:14:46.321269,2025-10-06 09:14:46.321269,MCC_7345,False,2026-03-10 09:14:46.617878
TXN_000000426,CARD_00000024,CUST_000016,MERCH_000166,Smith Inc,Coffee Shop,195.59,USD,Purchase,Declined,2025-05-18,09:14:46.321269,2025-05-18 09:14:46.321269,MCC_9078,False,2026-03-10 09:14:46.618460
